koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_period,koi_time0bk,koi_time0bk_err1,koi_impact,koi_impact_err1,koi_impact_err2,koi_duration,koi_duration_err1,koi_duration_err2,koi_depth,koi_depth_err1,koi_depth_err2,koi_prad,koi_prad_err2,koi_teq,koi_insol,koi_insol_err2,koi_model_snr,koi_tce_plnt_num,koi_steff,koi_steff_err1,koi_slogg,koi_slogg_err2,koi_srad_err1,ra,dec,koi_kepmag
0,1,0,0,76.81985465,188.1256603,4.01E-05,0.728,0.022,-0.023,5.16249,0.00245,-0.00245,229160,122,-122,46.61,-3.68,379,4.88,-1.17,2314.5,1,5654,152,4.59,-0.153,0.182,282.00089,44.96077,14.063
0,0,0,0,9.47850818,140.16526,0.0043,0.112,0.343,-0.112,6.154,0.131,-0.131,184.6,7.4,-7.4,1.47,-0.16,946,189.14,-57.34,26.7,2,6249,174,4.428,-0.202,0.335,286.97128,44.708302,14.456
0,0,0,1,12.72029843,140.3669017,0.00327,0.805,0.185,-0.193,2.4599,0.115,-0.115,283.6,18.6,-18.6,1.37,-0.06,589,28.37,-4.32,12.7,2,4914,98,4.61,-0.046,0.045,286.63553,39.488621,13.26
0,0,0,0,7.07136119,139.98763,0.00381,0.658,0.292,-0.433,2.757,0.111,-0.111,65.7,3.2,-3.2,0.63,-0.02,719,63.11,-9.52,22.4,4,4900,98,4.602,-0.049,0.048,281.48273,47.208031,11.492
0,0,0,0,3.072146607,134.030017,0.000941,0.032,0.323,-0.032,1.8732,0.0286,-0.0286,539,12.9,-12.9,1.3,-0.07,722,64.09,-11.65,44.9,3,4041,72,4.697,-0.027,0.031,296.11258,39.978779,14.804
0,0,0,0,17.20522898,175.05878,0.0011,0.012,0.391,-0.012,3.6688,0.0405,-0.0405,1080.6,16.6,-16.6,2.22,-0.16,553,22.05,-5.06,75.7,1,5211,141,4.643,-0.09,0.1,291.2211,50.581299,14.472
0,0,0,0,28.8431751,143.82307,0.00723,0.913,0.014,-0.637,3.171,0.196,-0.196,756.7,58.8,-58.8,2.66,-0.3,491,13.77,-4.15,15,1,5151,168,4.528,-0.067,0.088,298.73523,40.76416,15.652
0,0,0,0,4.580346161,134.0754,0.00131,0.384,0.077,-0.384,2.097,0.0384,-0.0384,308.3,6.8,-6.8,1.38,-0.07,889,147.56,-23.82,49.8,2,5103,101,4.558,-0.05,0.052,294.32553,46.002251,13.693
0,0,0,0,92.8747294,145.93535,0.00377,0.917,0.017,-0.629,7.474,0.217,-0.217,658.8,18.2,-18.2,2.64,-0.11,353,3.68,-0.5,37.9,2,5497,74,4.57,-0.063,0.065,288.83936,46.98674,14.279
1,0,1,1,0.609668222,131.934,0.0166,0.135,0.329,-0.135,2.836,0.267,-0.267,287.6,22.7,-22.7,1.35,-0.1,1805,2491.57,-640.58,15.7,1,5296,190,4.576,-0.12,0.138,293.76086,46.231201,16.678
0,1,0,0,1.360834768,169.709729,0.000237,1.008,0.083,-0.056,1.4886,0.0224,-0.0224,1570.5,12.4,-12.4,7.24,-0.55,1660,1792.47,-423.69,169.8,1,6215,172,4.543,-0.212,0.262,281.50342,44.409458,13.591
0,0,0,0,5.94565516,133.99359,0.00214,0.229,0.228,-0.229,2.1604,0.0711,-0.0711,401.2,16.6,-16.6,1.12,-0.07,568,24.71,-4.57,28.5,1,3974,79,4.7,-0.027,0.03,284.47653,46.252579,15.026
0,0,0,0,30.8609783,138.31416,0.00561,0.852,0.035,-0.582,4.216,0.162,-0.162,128.9,8.1,-8.1,1.08,-0.05,525,17.96,-3.13,17.8,1,5627,101,4.552,-0.104,0.105,292.00204,41.786961,12.988
1,0,0,0,175.358905,212.2454,0.0209,0.034,0.425,-0.034,5.34,0.65,-0.65,215,27.9,-27.9,2.9,-1.87,420,7.36,-6.52,9.1,1,5109,136,3.757,-0.302,1.301,292.72238,42.242031,13.385
0,0,0,0,15.45805668,173.782454,0.000158,0.05,0.035,-0.05,8.79536,0.00595,-0.00595,4253.2,4.6,-4.6,9.11,-1.84,871,136.4,-56.23,1055.9,1,5868,105,4.169,-0.108,0.233,290.44928,39.854801,13.398
0,0,0,0,1.541676547,170.543719,0.000605,0.362,0.067,-0.362,1.9118,0.0213,-0.0213,296.5,3.7,-3.7,1.88,-0.28,1592,1517.84,-492.42,94.1,1,5533,110,4.337,-0.108,0.161,285.66165,37.9645,12.899
0,0,0,0,23.1274171,145.66194,0.00521,0.737,0.217,-0.506,4.901,0.149,-0.149,157.3,8.6,-8.6,1.44,-0.13,667,46.89,-11.15,20.9,1,5865,105,4.393,-0.12,0.166,281.56146,42.4505,11.863
0,0,0,0,10.04378351,353.61859,0.00417,0.953,0.011,-0.648,5.548,0.223,-0.223,437.9,16.6,-16.6,2.94,-0.34,951,193.39,-65.71,28.8,1,6325,174,4.409,-0.218,0.388,294.33847,50.33654,15.212
0,0,0,0,55.8224775,169.03741,0.00545,0.031,0.424,-0.031,5.457,0.17,-0.17,879.6,42.6,-42.6,2.13,-0.19,379,4.85,-1.23,23.7,1,5162,153,4.611,-0.083,0.097,287.2977,47.455441,15.624
0,0,0,0,5.92972237,135.49811,0.00973,0.048,0.401,-0.048,2.518,0.294,-0.294,412.1,56.3,-56.3,1.92,-0.1,972,210.95,-30.78,8.9,1,5741,78,4.492,-0.128,0.143,293.67648,44.615582,14.746
1,0,0,1,359.08368,415.3834,0.0337,1.262,6.63,-0.078,15.67,1.7,-1.7,618.7,67.5,-67.5,29.15,-3.04,268,1.23,-0.38,10.8,1,6256,176,4.493,-0.202,0.29,291.18927,38.731159,15.145
1,0,0,0,527.68601,176.6176,0.0165,0.011,0.467,-0.011,4.817,0.952,-0.952,602,124,-124,2,-0.19,203,0.4,-0.11,6.8,1,5657,152,4.567,-0.16,0.194,293.20059,39.664879,15.031
0,0,0,0,2.508057497,135.000657,0.000124,0.742,0.047,-0.143,1.1134,0.0167,-0.0167,1507.6,6.2,-6.2,3.25,-0.12,997,234.06,-33.11,312.7,1,4780,95,4.597,-0.051,0.038,281.19473,47.497131,12.895
0,0,0,0,4.15246118,134.57991,0.00324,0.639,0.28,-0.448,2.5755,0.0901,-0.0901,223.4,9.9,-9.9,7.62,-2.55,1941,3354.56,-2007.41,24.5,4,4941,49,3.317,-0.105,0.701,286.49042,38.374908,14.604
0,0,1,0,2.022658,131.838,0.0145,0.419,0.052,-0.419,3.343,0.603,-0.603,135.7,11.8,-11.8,1.15,-0.12,1482,1139.1,-355.15,17.4,1,6091,189,4.487,-0.208,0.3,293.6228,41.966492,15.572
0,1,1,1,0.635445336,134.184037,0.000277,1.253,0.914,-0.128,1.8592,0.0154,-0.0154,2547.4,15.3,-15.3,19,-2.52,1177,451.42,-162.78,182.2,1,3920,141,4.7,-0.033,0.055,285.08026,39.18211,15.432
0,0,0,0,2.470613377,122.763305,8.70E-06,0.818,0.001,-0.001,1.74319,0.00107,-0.00107,14231,4.2,-4.2,13.04,-0.51,1339,761.46,-95.76,4304.3,1,5820,78,4.457,-0.024,0.038,286.80847,49.316399,11.338
0,0,0,0,12.33343853,137.58782,0.00513,0.979,5.779,-0.028,6.221,0.239,-0.239,536.4,20.7,-20.7,4.12,-0.84,915,165.3,-67.44,31.7,1,5896,117,4.197,-0.105,0.183,290.41327,38.34375,14.925
0,0,0,0,9.69501146,182.45413,0.00419,0.293,0.144,-0.293,2.75,0.103,-0.103,515.2,30.9,-30.9,2.08,-0.2,833,114.06,-33.16,18.3,1,5896,176,4.516,-0.208,0.274,295.78516,40.439548,15.809
0,0,0,0,2.344512589,132.87316,0.00217,0.803,0.003,-0.572,1.4116,0.0603,-0.0603,58.9,3.2,-3.2,0.97,-0.13,1471,1106.25,-339.72,21.9,1,5821,104,4.328,-0.115,0.168,290.54364,47.725887,12.589
0,0,1,0,7.44042933,134.76331,0.00206,0.968,0.077,-0.644,2.991,0.335,-0.335,547.3,23.4,-23.4,2.74,-0.26,883,144.12,-39.32,34,1,5815,157,4.54,-0.196,0.246,296.30762,44.21146,15.24
0,1,0,0,18.64532882,147.207512,6.96E-05,0.454,0.007,-0.008,3.63893,0.00397,-0.00397,433820,414,-414,61.81,-5.78,656,43.71,-11.85,1256.8,1,5931,158,4.554,-0.2,0.251,287.63705,42.530819,15.511
0,0,0,0,5.101375725,357.48217,0.00117,0.027,0.358,-0.027,2.595,0.0378,-0.0378,894.6,18.9,-18.9,2.84,-0.3,1050,287.28,-87.12,55.1,1,5869,164,4.479,-0.202,0.297,295.57727,46.254742,15.455
0,1,1,0,3.187067566,171.64976,0.00217,1.234,16.22,-0.216,3.119,0.124,-0.124,1037.4,34.5,-34.5,23.88,-2.35,1079,319.76,-92.63,37.2,1,5450,197,4.552,-0.135,0.173,297.78848,45.565418,15.653
0,0,0,0,5.47033376,131.49548,0.00242,0.074,0.364,-0.074,3.1441,0.0739,-0.0739,112,3.8,-3.8,1.15,-0.16,1090,334.27,-106.96,32.7,2,5782,104,4.34,-0.103,0.17,287.14066,47.115189,12.776
0,0,1,0,1.070982122,131.98355,0.00547,0.563,0.4,-0.362,1.255,0.202,-0.202,43.4,6.8,-6.8,0.98,-0.32,2122,4811.39,-2853.12,9,1,5717,156,4.109,-0.15,0.344,298.89642,40.477009,12.334
0,1,0,0,0.520227316,131.83796,0.00104,1.052,3.684,-0.228,1.7939,0.0287,-0.0287,68633,714,-714,50.41,0,2264,6193.15,0,122.3,1,5780,156,4.438,-0.121,0.233,297.04431,49.9702,19.174
0,1,0,0,3.909314318,131.8944811,8.30E-05,0.776,0.014,-0.002,5.36124,0.00585,-0.00585,97123,97.4,-97.4,42.54,-6.52,1364,819.78,-298.33,1587.6,1,6425,171,4.341,-0.188,0.35,286.06958,45.900581,14.618
0,0,0,0,81.1701587,178.58702,0.0033,0.875,0.038,-0.595,8.358,0.216,-0.216,1183.2,26.3,-26.3,4.71,-0.89,436,8.55,-3.19,51,1,5460,81,4.263,-0.124,0.2,286.02402,48.43177,14.499
0,1,0,0,119.4081716,232.649303,0.000466,0.915,0.013,-0.011,9.3537,0.0357,-0.0357,18563,55,-55,16.26,-1.3,328,2.72,-0.59,508.4,1,5316,106,4.477,-0.056,0.07,281.74261,42.123081,14.427
0,0,0,0,59.9809868,176.14903,0.00535,0.918,0.036,-0.625,7.588,0.169,-0.169,282.4,11.7,-11.7,2.81,-0.52,568,24.58,-9.54,25.2,1,6103,122,4.202,-0.122,0.252,281.56995,47.398689,13.66
0,0,0,0,7.258450123,138.344691,0.00044,0.05,0.128,-0.05,5.7297,0.0161,-0.0161,3714.7,14.9,-14.9,5.53,-0.53,880,141.3,-39.14,288.6,1,5638,154,4.513,-0.204,0.264,290.63651,38.707668,14.747
0,1,0,1,1.433262145,132.822323,0.00095,0.933,0.002,-0.002,5.6316,0.0552,-0.0552,1849.5,15.3,-15.3,5.67,-1.27,1769,2319.46,-1094.34,159.3,1,5977,179,4.318,-0.19,0.291,299.24219,41.62323,14.888
0,0,0,0,8.10904807,132.8031,0.00716,0.025,0.425,-0.025,3.596,0.198,-0.198,217.4,16.8,-16.8,1.3,-0.12,800,97.03,-22.09,14.1,3,5185,85,4.44,-0.045,0.057,292.37613,47.880989,15.416
1,0,0,0,0.98376204,132.28418,0.00914,1.01,0.08,-0.025,10.052,0.84,-0.84,55,5.8,-5.8,12.44,-6.57,4203,73867.88,-59464.39,25.2,1,6431,172,3.276,-0.052,0.294,295.08774,38.562061,12.745
1,0,0,0,7.31945294,137.22065,0.00739,0.112,0.342,-0.112,4.881,0.228,-0.228,166.8,11.1,-11.1,5.05,-1.76,1682,1891.07,-1129.21,16.3,2,5745,86,3.499,-0.129,0.688,295.49811,38.644501,13.489
0,0,0,0,9.94602357,171.70192,0.00165,0.035,0.4,-0.035,3.3862,0.0557,-0.0557,994.5,20.5,-20.5,3.12,-0.43,807,100.34,-30.34,51,1,5344,80,4.365,-0.096,0.141,296.06424,45.976841,15.596
1,0,1,1,0.56679293,131.83103,0.00563,0.18,0.311,-0.18,3.814,0.185,-0.185,101.1,6.8,-6.8,0.86,-0.08,2064,4264.42,-1168.74,22.1,1,5812,156,4.551,-0.184,0.242,291.27606,42.593521,15.787
0,0,0,0,1.226223959,132.6827,0.00303,0.005,0.446,-0.005,2.1689,0.0874,-0.0874,56.1,3.6,-3.6,1,-0.22,2024,3973.86,-1666.2,18.9,2,5855,79,4.148,-0.105,0.221,296.08975,48.955372,13.8
0,1,0,0,1.149198426,131.817374,0.000646,1.167,0.626,-0.203,4.1603,0.0381,-0.0381,37721,273,-273,42.03,-4.7,1690,1922.43,-564.14,164.2,1,5858,159,4.486,-0.169,0.227,292.92563,49.34734,14.554
0,0,0,0,4.190425659,171.44122,0.000306,0.458,0.004,-0.377,2.8589,0.0224,-0.0224,2877.4,14.1,-14.1,6.21,-0.82,1234,547.9,-194.78,240.6,1,6073,190,4.392,-0.217,0.375,293.49661,41.137589,15.27
0,0,0,0,65.6491001,174.79319,0.00842,0.038,0.393,-0.038,7.298,0.208,-0.208,983.9,54.6,-54.6,2.52,-0.22,390,5.48,-1.53,20.5,1,5436,187,4.573,-0.136,0.169,296.39752,42.396919,15.858
0,1,0,0,1.1910489,132.076408,0.000819,1.257,16.47,-0.272,1.3738,0.0476,-0.0476,1391.1,36.8,-36.8,22.76,-2.2,1348,781.99,-210.35,46.1,1,5089,154,4.58,-0.045,0.073,292.922,38.670292,15.637
0,0,0,0,14.4252635,136.75608,0.00583,0.013,0.464,-0.013,3.754,0.183,-0.183,221.2,16.4,-16.4,1.68,-0.29,773,84.28,-29.74,15.2,3,5467,82,4.271,-0.12,0.18,299.50174,40.670799,14.467
0,1,0,0,3.044771557,132.436907,5.91E-05,0.295,0.002,-0.001,11.0593,0.00412,-0.00412,487820,237,-237,231.93,-112.3,2816,14849.39,-11566.93,3684.9,1,8199,199,3.747,-0.104,0.766,293.69333,45.517021,12.146
1,0,0,0,1.048130894,132.3528023,0.00327,0.216,0.185,-0.193,5.6707,0.115,-0.115,191.8,18.6,-18.6,4.52,-2.35,3871,52952.95,-42641.33,5.2,1,7673,239,3.679,-0.058,0.295,290.96094,40.896198,11.86
0,1,0,0,0.681137796,131.57697,0.000149,0.968,0.195,-0.094,2.7287,0.0108,-0.0108,105190,229,-229,45.75,-5.98,2025,3995.23,-1358.14,432.5,1,5872,195,4.474,-0.162,0.21,292.02686,37.600651,12.545
0,0,0,0,11.12827427,139.54417,0.00201,0.594,0.24,-0.388,2.6118,0.0592,-0.0592,6057,103,-103,4.04,-0.45,408,6.52,-1.86,65.6,1,3640,81,4.744,-0.024,0.03,294.52859,46.640968,16.835
0,0,0,0,13.96950181,132.17062,0.00121,0.901,0.038,-0.639,1.5871,0.0469,-0.0469,1110,34.6,-34.6,2.04,-0.2,387,5.29,-1.38,37,2,3716,73,4.74,-0.024,0.031,292.64236,44.087669,15.018
1,0,0,0,10.4032399,138.18443,0.00214,1.296,0.168,-0.188,23.85,0.122,-0.122,1056.2,4.8,-4.8,51.47,-12.26,1104,350.59,-170.58,272.8,1,6428,155,4.144,-0.119,0.311,295.91998,43.28175,13.272
0,0,0,0,20.06036336,147.46554,0.00241,0.556,0.323,-0.368,3.3203,0.0754,-0.0754,1494.7,45.1,-45.1,1.96,-0.16,361,4,-0.9,35.2,2,3950,70,4.754,-0.031,0.033,286.07913,39.27832,15.954
0,0,0,0,5.729317577,138.559971,0.000641,0.597,0.297,-0.389,1.1816,0.0247,-0.0247,865.4,17.7,-17.7,2.41,-0.2,850,123.03,-30.46,59,1,5320,159,4.589,-0.105,0.122,293.6413,44.65704,14.809
0,0,0,0,2.53573284,133.01581,0.00373,0.054,0.4,-0.054,3.989,0.11,-0.11,68,3,-3,1.36,-0.3,1671,1842.18,-807.12,25.5,2,5616,124,4.004,-0.093,0.275,289.65125,43.824421,13.349
0,0,0,0,96.9151707,187.08955,0.00236,0.541,0.061,-0.41,6.065,0.0805,-0.0805,862.8,18.7,-18.7,2.37,-0.13,325,2.64,-0.44,53.4,1,5162,103,4.559,-0.054,0.056,292.67255,46.377419,14.031
0,0,0,0,62.134919,154.0853,0.0267,0.827,0.127,-0.621,8.711,0.854,-0.854,147.5,15.4,-15.4,6.71,-3.27,925,172.96,-130.23,10.6,1,5889,79,3.358,-0.079,0.799,288.5152,44.923229,13.435
1,0,0,0,2.00280845,132.06909,0.00327,0.583,0.185,-0.193,1.22,0.115,-0.115,449.2,18.6,-18.6,2.47,-0.31,938,15763.18,-8289.9,27.5,1,5761,156,4.438,-0.121,0.233,294.90292,48.477211,11.696
0,1,1,1,1.332560589,133.38311,0.0013,0.009,0.243,-0.009,4.2427,0.0452,-0.0452,566.6,6.3,-6.3,1.4,-0.11,1086,330.32,-81.13,108.8,1,4489,134,4.662,-0.036,0.057,295.18561,46.786709,15.036
0,1,0,0,0.541405029,131.933523,0.000124,0.641,0.108,-0.072,2.7481,0.00949,-0.00949,327660,829,-829,125.64,-77.98,2679,12266.51,-10703.93,541.2,1,5096,168,3.889,-0.368,1.106,284.16718,44.779369,14.771
0,0,0,0,5.10110666,132.42955,0.00359,0.083,0.355,-0.083,2.657,0.112,-0.112,65.1,3.7,-3.7,0.85,-0.12,1065,304.8,-95.53,19.5,2,5574,111,4.354,-0.108,0.166,285.72849,42.65453,12.639
0,1,0,0,184.6467208,151.98458,0.000445,0.492,0.009,-0.007,18.9869,0.0228,-0.0228,410270,449,-449,72.8,-8.83,320,2.49,-0.81,1113.2,1,5713,154,4.414,-0.196,0.289,294.37128,44.924759,15.603
0,1,0,0,3.495457889,132.083941,0.000214,0.965,0.032,-0.03,6.9796,0.0126,-0.0126,114620,184,-184,84.49,-7.75,2051,4186.71,-881.46,724,1,8529,76,4.249,-0.108,0.266,294.07187,38.426922,13.444
0,0,0,0,3.91794676,132.86384,0.00497,0.337,0.126,-0.337,2.549,0.163,-0.163,116.5,10.1,-10.1,0.94,-0.04,1030,266.81,-35.37,13.5,1,5500,74,4.547,-0.11,0.105,291.25027,45.655071,14.75
0,1,0,0,1.123258617,132.02671,0.00287,0.513,0.016,-0.022,4.27355,0.00742,-0.00742,377580,496,-496,150.94,-43.55,3215,25226.88,-14606.42,779.2,1,7945,193,4.023,-0.136,0.469,292.43274,45.853409,15.01
0,1,1,1,15.6402515,359.07991,0.00992,1.167,70.14,-0.084,6.222,0.388,-0.388,800.3,49.5,-49.5,18.11,-2.32,640,39.55,-13.45,19.3,1,5346,204,4.491,-0.115,0.13,293.61121,39.417519,15.908
1,0,1,0,7.7333361,133.58981,0.00852,0.084,0.368,-0.084,2.807,0.283,-0.283,126.9,15.6,-15.6,0.57,-0.05,479,12.41,-2.88,9.3,3,3780,76,4.746,-0.031,0.036,287.85812,42.542629,15.108
0,1,0,1,2.16146908,131.8342,0.0166,0.41,0.074,-0.41,3.643,0.989,-0.989,84.8,9.3,-9.3,0.95,-0.13,1487,1155.45,-401.56,11.8,1,6047,198,4.422,-0.203,0.311,291.30954,49.242439,15.535
0,0,0,0,27.6666375,143.86343,0.00635,0.519,0.437,-0.323,6.315,0.167,-0.167,324,13.7,-13.7,2.04,-0.29,622,35.27,-10.8,24.4,2,5616,76,4.327,-0.108,0.16,289.86157,43.472771,14.601
0,0,1,1,3.04468229,132.464,0.0136,0.623,0.335,-0.407,5.951,0.3,-0.3,71.4,3.8,-3.8,0.86,-0.17,1244,566.03,-245.26,22.2,1,5575,150,4.363,-0.264,0.336,293.67426,45.517239,14.028
0,1,0,0,6.09406648,133.65981,0.00292,1.235,68.87,-0.159,2.085,0.172,-0.172,3027,199,-199,54.54,-9.96,1417,953.63,-414.48,19,1,6785,185,4.162,-0.192,0.522,287.0574,37.991367,9.58
0,0,1,1,8.5893644,132.0467,0.0253,0.791,0.179,-0.561,6.975,0.592,-0.592,179.3,21.5,-21.5,1.21,-0.1,792,93.09,-23.32,9.8,1,5602,152,4.571,-0.144,0.181,298.72095,46.933891,15.687
0,1,0,0,5.554227226,135.16203,7.46E-05,0.174,0.036,-0.011,4.77434,0.00376,-0.00376,142310,115,-115,31.71,-4.55,930,176.7,-60.38,1517.7,1,5433,145,4.465,-0.171,0.181,292.63113,42.180779,12.376
0,0,0,0,5.24970432,135.46911,0.0052,0.248,0.199,-0.248,2.746,0.147,-0.147,61.9,5,-5,0.67,-0.06,954,195.3,-42.28,13.9,3,5528,110,4.499,-0.077,0.089,283.00296,44.284229,13.404
0,0,0,0,5.40426917,172.18553,0.00173,0.229,0.224,-0.229,2.5315,0.06,-0.06,860.6,23,-23,2.85,-0.3,1073,312.93,-91.85,40.5,1,6122,169,4.487,-0.208,0.303,290.84906,48.416012,14.697
0,0,0,0,6.4802138,132.8598,0.00527,0.725,0.24,-0.528,3.27,0.162,-0.162,142,11.9,-11.9,1.26,-0.12,934,180.05,-40.56,13.7,1,5496,82,4.417,-0.095,0.126,298.66235,48.24876,14.421
0,1,1,1,0.572513875,131.776,0.012,0.04,0.42,-0.039,2.353,0.38,-0.38,49.3,6,-6,0.52,-0.05,1779,2365.45,-641.4,10.2,1,5171,153,4.576,-0.072,0.097,287.39417,43.080681,15.078
1,0,1,0,0.416995408,132.21942,0.00196,0.089,0.376,-0.089,0.8928,0.0727,-0.0727,112.6,7.2,-7.2,0.84,-0.09,2433,8299.79,-2599.24,19.9,1,6150,215,4.498,-0.108,0.105,295.27487,40.19508,14.964
0,0,1,0,2.45649061,133.21452,0.00464,0.167,0.277,-0.166,2.844,0.167,-0.167,287.8,16.4,-16.4,14.14,-0.45,3440,33039.62,-3777.12,21,1,4870,109,2.486,-0.035,2.433,288.57425,42.913288,10.45
0,1,0,0,5.902596818,136.388994,0.000247,0.168,0.079,-0.013,5.5711,0.0205,-0.0205,54894,125,-125,25.8,-3.63,1123,376.53,-136.36,533.9,1,6184,185,4.371,-0.21,0.358,292.7561,49.264561,15.179
0,0,0,0,13.19720694,171.545479,0.000712,0.568,0.028,-0.462,3.4872,0.0489,-0.0489,2141.4,20.2,-20.2,4.18,-0.6,642,40.03,-14.02,116.2,1,4954,148,4.462,-0.578,1.019,294.06848,46.57933,15.223
0,0,0,0,58.0337426,138.7412,0.00321,0.021,0.401,-0.021,5.584,0.107,-0.107,807.1,24.2,-24.2,3.21,-0.56,486,13.17,-4.64,34.9,1,5467,82,4.271,-0.12,0.18,299.50174,40.670799,14.467
1,0,0,0,60.049737,158.5226,0.078,1.217,6.859,-0.009,20.17,1.5,-1.5,16650,1156,-1156,28.92,-2.61,320,2.47,-0.7,17.5,1,4538,159,4.607,-0.027,0.048,294.00723,45.953941,16.675
0,1,0,0,1.105094098,132.5461998,2.19E-05,0.161,0.002,-0.001,4.38191,0.00326,-0.00326,730500,507,-507,267.59,-114.8,3771,47811.67,-34676.54,3732.8,1,8011,223,3.773,-0.07,0.314,293.84622,48.050251,13.651
0,0,0,0,23.1985852,142.62801,0.00803,0.305,0.159,-0.305,9.821,0.235,-0.235,224.7,8.5,-8.5,2.61,-0.51,793,93.34,-36.78,28.2,1,5416,130,3.951,-0.112,0.344,296.27771,46.89986,14.056
0,1,1,1,14.15402615,144.17685,0.00507,1.199,69.5,-1.432,4.115,0.203,-0.203,21653,1020,-1020,29.61,-2.6,495,14.25,-3.97,23.9,1,4352,153,4.61,-0.021,0.042,290.35443,41.76918,15.056
1,0,0,0,1.6031794,131.5678,0.00327,0.583,0.185,-0.193,0.91,0.115,-0.115,449.2,18.6,-18.6,2.47,-0.31,938,676.51,-182.01,27.5,1,5761,156,4.438,-0.121,0.233,290.55728,50.832722,14.653
0,1,0,0,3.183961388,132.865355,0.000294,0.677,0.009,-0.01,3.7875,0.0219,-0.0219,39268,152,-152,37.22,-9.24,1615,1608.01,-747.37,339.2,1,5716,77,3.963,-0.093,0.291,289.81805,40.723919,12.678
0,1,1,0,1.667482003,133.17729,0.0012,0.052,0.372,-0.052,1.5931,0.0415,-0.0415,545.5,13.5,-13.5,15.15,-0.58,3257,26549.71,-2964.07,50.2,1,4678,80,2.756,-0.03,1.369,289.32968,44.974209,12.882
0,0,1,0,10.80487163,134.09498,0.00306,0.207,0.264,-0.206,2.7215,0.0901,-0.0901,292.7,12.4,-12.4,1.71,-0.18,857,127.84,-38.89,27.4,1,6092,168,4.471,-0.195,0.294,292.23724,42.154289,14.503
0,1,0,0,54.06132811,181.788127,0.000112,1.336,0.136,-0.118,4.48223,0.00968,-0.00968,79684,103,-103,88.28,-18.42,514,16.51,-7.35,1012.2,1,5786,173,4.318,-0.193,0.31,300.01813,46.026272,15.231
0,0,0,0,41.6977582,134.24608,0.00368,0.018,0.377,-0.018,5.513,0.112,-0.112,684.8,28.6,-28.6,2.26,-0.21,488,13.45,-3.57,27.7,1,5730,153,4.545,-0.184,0.234,291.93365,44.115501,15.265
0,1,0,0,1.246585716,132.0206985,4.74E-05,0.427,0.008,-0.007,4.62051,0.00224,-0.00224,406770,173,-173,81.28,-4.6,1992,3709.26,-563.32,2165.3,1,6440,77,4.369,-0.119,0.2,289.52148,39.862438,14.283
0,0,1,0,3.77881664,134.208,0.00923,0.628,0.302,-0.408,5.819,0.29,-0.29,47.1,2.5,-2.5,3.99,-1.92,2580,10473.57,-7977.57,22.2,1,6115,201,3.267,-0.047,0.14,292.23782,39.00507,12.923
1,0,0,0,378.65484,288.2584,0.0341,0.243,0.219,-0.243,11.3,2.6,-2.6,247.8,77.9,-77.9,1.53,-0.19,258,1.04,-0.35,6.8,1,6000,167,4.463,-0.21,0.306,285.24338,47.812592,14.872
0,0,0,0,29.6099055,137.3316,0.0131,0.984,0.019,-0.687,7.433,0.252,-0.252,120.1,9,-9,1.74,-0.24,629,37.12,-11.47,14.3,1,5812,104,4.329,-0.115,0.168,290.99167,40.229321,13.619
0,0,0,0,25.0985083,145.56829,0.00333,0.814,0.11,-0.574,2.7727,0.0936,-0.0936,167.6,8.3,-8.3,1.59,-0.23,656,43.84,-14.03,21.3,3,5782,104,4.34,-0.103,0.17,287.14066,47.115189,12.776
0,0,0,0,27.50871575,182.103494,0.000635,0.577,0.053,-0.417,5.9291,0.0409,-0.0409,639.2,3.7,-3.7,2.98,-0.12,663,45.66,-5.82,190.3,1,5903,70,4.304,-0.018,0.05,288.45065,40.245327,11.529
0,0,0,0,5.715425977,174.87931,0.0011,0.348,0.098,-0.347,2.5242,0.0418,-0.0418,908.1,17.4,-17.4,2.47,-0.17,850,123.03,-28.62,59.4,1,5237,157,4.572,-0.112,0.124,285.11047,42.033958,15.086
0,0,0,0,14.12847677,142.8971,0.0035,0.811,0.116,-0.571,3.685,0.119,-0.119,628.7,29.2,-29.2,2.73,-0.15,739,70.5,-11.14,23,2,5779,78,4.477,-0.128,0.158,293.56815,39.03632,15.368
0,0,0,0,18.47762694,185.269061,0.000674,0.712,0.154,-0.488,1.94,0.0457,-0.0457,2604.6,39.7,-39.7,1.55,-0.29,267,1.21,-0.47,75.7,1,3395,74,4.97,-0.065,0.059,300.20609,45.018139,14.708
0,1,0,0,1.061008464,132.5213941,6.56E-05,0.477,0.015,-0.01,2.8029,0.0021,-0.0021,408770,220,-220,32.58,-5.17,1002,238.59,-92.34,997.7,1,4239,112,4.793,-0.039,0.039,297.87799,40.10796,13.349
0,1,1,1,0.730947169,132.22192,0.00234,1.143,0.209,-0.094,4.396,0.176,-0.176,248,6.4,-6.4,14.43,-1.22,1777,2349.48,-607.86,49.1,1,5514,166,4.569,-0.144,0.176,289.76114,38.353519,15.01
1,0,1,1,322.50741,350.3646,0.0409,0.912,0.004,-0.64,20.688,0.992,-0.992,349.5,28.4,-28.4,2.11,-0.25,257,1.03,-0.32,13.7,1,5708,152,4.465,-0.182,0.254,298.89359,40.437752,14.013
